d_date_sk,d_year,d_dow,d_moy,d_dom,d_qoy,d_holiday,d_weekend
2469593,2049,1,5,31,2,"N","N"
2469929,2050,1,5,2,2,"N","N"
2469936,2050,1,5,9,2,"N","N"
2469943,2050,1,5,16,2,"N","N"
2469950,2050,1,5,23,2,"N","N"
2469957,2050,1,5,30,2,"N","N"
2470293,2051,1,5,1,2,"N","N"
2470300,2051,1,5,8,2,"N","N"
2470307,2051,1,5,15,2,"N","N"
2470314,2051,1,5,22,2,"N","N"
2470321,2051,1,5,29,2,"N","N"
2470664,2052,1,5,6,2,"N","N"
2470671,2052,1,5,13,2,"N","N"
2470678,2052,1,5,20,2,"N","N"
2470685,2052,1,5,27,2,"N","N"
2471028,2053,1,5,5,2,"N","N"
2471035,2053,1,5,12,2,"N","N"
2471042,2053,1,5,19,2,"N","N"
2471049,2053,1,5,26,2,"N","N"
2471392,2054,1,5,4,2,"N","N"
2471399,2054,1,5,11,2,"N","N"
2471406,2054,1,5,18,2,"N","N"
2471413,2054,1,5,25,2,"N","N"
2471756,2055,1,5,3,2,"N","N"
2471763,2055,1,5,10,2,"N","N"
2471770,2055,1,5,17,2,"N","N"
2471777,2055,1,5,24,2,"N","N"
2471784,2055,1,5,31,2,"N","N"
2472120,2056,1,5,1,2,"N","N"
2472127,2056,1,5,8,2,"N","N"
2472134,2056,1,5,15,2,"N","N"
2472141,2056,1,5,22,2,"N","N"
2472148,2056,1,5,29,2,"N","N"
2472491,2057,1,5,7,2,"N","N"
2472498,2057,1,5,14,2,"N","N"
2472505,2057,1,5,21,2,"N","N"
2472512,2057,1,5,28,2,"N","N"
2472855,2058,1,5,6,2,"N","N"
2472862,2058,1,5,13,2,"N","N"
2472869,2058,1,5,20,2,"N","N"
2472876,2058,1,5,27,2,"N","N"
2473219,2059,1,5,5,2,"N","N"
2473226,2059,1,5,12,2,"N","N"
2473233,2059,1,5,19,2,"N","N"
2473240,2059,1,5,26,2,"N","N"
2473583,2060,1,5,3,2,"N","N"
2473590,2060,1,5,10,2,"N","N"
2473597,2060,1,5,17,2,"N","N"
2473604,2060,1,5,24,2,"N","N"
2473611,2060,1,5,31,2,"N","N"
2473947,2061,1,5,2,2,"N","N"
2473954,2061,1,5,9,2,"N","N"
2473961,2061,1,5,16,2,"N","N"
2473968,2061,1,5,23,2,"N","N"
2473975,2061,1,5,30,2,"N","N"
2474311,2062,1,5,1,2,"N","N"
2474318,2062,1,5,8,2,"N","N"
2474325,2062,1,5,15,2,"N","N"
2474332,2062,1,5,22,2,"N","N"
2474339,2062,1,5,29,2,"N","N"
2474682,2063,1,5,7,2,"N","N"
2474689,2063,1,5,14,2,"N","N"
2474696,2063,1,5,21,2,"N","N"
2474703,2063,1,5,28,2,"N","N"
2475046,2064,1,5,5,2,"N","N"
2475053,2064,1,5,12,2,"N","N"
2475060,2064,1,5,19,2,"N","N"
2475067,2064,1,5,26,2,"N","N"
2475410,2065,1,5,4,2,"N","N"
2475417,2065,1,5,11,2,"N","N"
2475424,2065,1,5,18,2,"N","N"
2475431,2065,1,5,25,2,"N","N"
2475774,2066,1,5,3,2,"N","N"
2475781,2066,1,5,10,2,"N","N"
2475788,2066,1,5,17,2,"N","N"
2475795,2066,1,5,24,2,"N","N"
2475802,2066,1,5,31,2,"N","N"
2476138,2067,1,5,2,2,"N","N"
2476145,2067,1,5,9,2,"N","N"
2476152,2067,1,5,16,2,"N","N"
2476159,2067,1,5,23,2,"N","N"
2476166,2067,1,5,30,2,"N","N"
2476509,2068,1,5,7,2,"N","N"
2476516,2068,1,5,14,2,"N","N"
2476523,2068,1,5,21,2,"N","N"
2476530,2068,1,5,28,2,"N","N"
2476873,2069,1,5,6,2,"N","N"
2476880,2069,1,5,13,2,"N","N"
2476887,2069,1,5,20,2,"N","N"
2476894,2069,1,5,27,2,"N","N"
2477237,2070,1,5,5,2,"N","N"
2477244,2070,1,5,12,2,"N","N"
2477251,2070,1,5,19,2,"N","N"
2477258,2070,1,5,26,2,"N","N"
2477601,2071,1,5,4,2,"N","N"
2477608,2071,1,5,11,2,"N","N"
2477615,2071,1,5,18,2,"N","N"
2477622,2071,1,5,25,2,"N","N"
2477965,2072,1,5,2,2,"N","N"
2477972,2072,1,5,9,2,"N","N"
2477979,2072,1,5,16,2,"N","N"
2477986,2072,1,5,23,2,"N","N"
2477993,2072,1,5,30,2,"N","N"
2478329,2073,1,5,1,2,"N","N"
2478336,2073,1,5,8,2,"N","N"
2478343,2073,1,5,15,2,"N","N"
2478350,2073,1,5,22,2,"N","N"
2478357,2073,1,5,29,2,"N","N"
2478700,2074,1,5,7,2,"N","N"
2478707,2074,1,5,14,2,"N","N"
2478714,2074,1,5,21,2,"N","N"
2478721,2074,1,5,28,2,"N","N"
2479064,2075,1,5,6,2,"N","N"
2479071,2075,1,5,13,2,"N","N"
2479078,2075,1,5,20,2,"N","N"
2479085,2075,1,5,27,2,"N","N"
2479428,2076,1,5,4,2,"N","N"
2479435,2076,1,5,11,2,"N","N"
2479442,2076,1,5,18,2,"N","N"
2479449,2076,1,5,25,2,"N","N"
2479792,2077,1,5,3,2,"N","N"
2479799,2077,1,5,10,2,"N","N"
2479806,2077,1,5,17,2,"N","N"
2479813,2077,1,5,24,2,"N","N"
2479820,2077,1,5,31,2,"N","N"
2480156,2078,1,5,2,2,"N","N"
2480163,2078,1,5,9,2,"N","N"
2480170,2078,1,5,16,2,"N","N"
2480177,2078,1,5,23,2,"N","N"
2480184,2078,1,5,30,2,"N","N"
2480520,2079,1,5,1,2,"N","N"
2480527,2079,1,5,8,2,"N","N"
2480534,2079,1,5,15,2,"N","N"
2480541,2079,1,5,22,2,"N","N"
2480548,2079,1,5,29,2,"N","N"
2480891,2080,1,5,6,2,"N","N"
2480898,2080,1,5,13,2,"N","N"
2480905,2080,1,5,20,2,"N","N"
2480912,2080,1,5,27,2,"N","N"
2481255,2081,1,5,5,2,"N","N"
2481262,2081,1,5,12,2,"N","N"
2481269,2081,1,5,19,2,"N","N"
2481276,2081,1,5,26,2,"N","N"
2481619,2082,1,5,4,2,"N","N"
2481626,2082,1,5,11,2,"N","N"
2481633,2082,1,5,18,2,"N","N"
2481640,2082,1,5,25,2,"N","N"
2481983,2083,1,5,3,2,"N","N"
2481990,2083,1,5,10,2,"N","N"
2481997,2083,1,5,17,2,"N","N"
2482004,2083,1,5,24,2,"N","N"
2482011,2083,1,5,31,2,"N","N"
2482347,2084,1,5,1,2,"N","N"
2482354,2084,1,5,8,2,"N","N"
2482361,2084,1,5,15,2,"N","N"
2482368,2084,1,5,22,2,"N","N"
2482375,2084,1,5,29,2,"N","N"
2482718,2085,1,5,7,2,"N","N"
2482725,2085,1,5,14,2,"N","N"
2482732,2085,1,5,21,2,"N","N"
2482739,2085,1,5,28,2,"N","N"
2483082,2086,1,5,6,2,"N","N"
2483089,2086,1,5,13,2,"N","N"
2483096,2086,1,5,20,2,"N","N"
2483103,2086,1,5,27,2,"N","N"
2483446,2087,1,5,5,2,"N","N"
2483453,2087,1,5,12,2,"N","N"
2483460,2087,1,5,19,2,"N","N"
2483467,2087,1,5,26,2,"N","N"
2483810,2088,1,5,3,2,"N","N"
2483817,2088,1,5,10,2,"N","N"
2483824,2088,1,5,17,2,"N","N"
2483831,2088,1,5,24,2,"N","N"
2483838,2088,1,5,31,2,"N","N"
2484174,2089,1,5,2,2,"N","N"
2484181,2089,1,5,9,2,"N","N"
2484188,2089,1,5,16,2,"N","N"
2484195,2089,1,5,23,2,"N","N"
2484202,2089,1,5,30,2,"N","N"
2484538,2090,1,5,1,2,"N","N"
2484545,2090,1,5,8,2,"N","N"
2484552,2090,1,5,15,2,"N","N"
2484559,2090,1,5,22,2,"N","N"
2484566,2090,1,5,29,2,"N","N"
2484909,2091,1,5,7,2,"N","N"
2484916,2091,1,5,14,2,"N","N"
2484923,2091,1,5,21,2,"N","N"
2484930,2091,1,5,28,2,"N","N"
2485273,2092,1,5,5,2,"N","N"
2485280,2092,1,5,12,2,"N","N"
2485287,2092,1,5,19,2,"N","N"
2485294,2092,1,5,26,2,"N","N"
2485637,2093,1,5,4,2,"N","N"
2485644,2093,1,5,11,2,"N","N"
2485651,2093,1,5,18,2,"N","N"
2485658,2093,1,5,25,2,"N","N"
2486001,2094,1,5,3,2,"N","N"
2486008,2094,1,5,10,2,"N","N"
2486015,2094,1,5,17,2,"N","N"
2486022,2094,1,5,24,2,"N","N"
2486029,2094,1,5,31,2,"N","N"
2486365,2095,1,5,2,2,"N","N"
2486372,2095,1,5,9,2,"N","N"
2486379,2095,1,5,16,2,"N","N"
2486386,2095,1,5,23,2,"N","N"
2486393,2095,1,5,30,2,"N","N"
2486736,2096,1,5,7,2,"N","N"
2486743,2096,1,5,14,2,"N","N"
2486750,2096,1,5,21,2,"N","N"
2486757,2096,1,5,28,2,"N","N"
2487100,2097,1,5,6,2,"N","N"
2487107,2097,1,5,13,2,"N","N"
2487114,2097,1,5,20,2,"N","N"
2487121,2097,1,5,27,2,"N","N"
2487464,2098,1,5,5,2,"N","N"
2487471,2098,1,5,12,2,"N","N"
2487478,2098,1,5,19,2,"N","N"
2487485,2098,1,5,26,2,"N","N"
2487828,2099,1,5,4,2,"N","N"
2487835,2099,1,5,11,2,"N","N"
2487842,2099,1,5,18,2,"N","N"
2487849,2099,1,5,25,2,"N","N"
2415175,1900,1,6,4,2,"N","N"
2415182,1900,1,6,11,2,"N","N"
2415189,1900,1,6,18,2,"N","N"
2415196,1900,1,6,25,2,"N","N"
2415539,1901,1,6,3,2,"N","N"
2415546,1901,1,6,10,2,"N","N"
2415553,1901,1,6,17,2,"N","N"
2415560,1901,1,6,24,2,"N","N"
2415903,1902,1,6,2,2,"N","N"
2415910,1902,1,6,9,2,"N","N"
2415917,1902,1,6,16,2,"N","N"
2415924,1902,1,6,23,2,"N","N"
2415931,1902,1,6,30,2,"N","N"
2416267,1903,1,6,1,2,"N","N"
2416274,1903,1,6,8,2,"N","N"
2416281,1903,1,6,15,2,"N","N"
2416288,1903,1,6,22,2,"N","N"
2416295,1903,1,6,29,2,"N","N"
2416638,1904,1,6,6,2,"N","N"
2416645,1904,1,6,13,2,"N","N"
2416652,1904,1,6,20,2,"N","N"
2416659,1904,1,6,27,2,"N","N"
2417002,1905,1,6,5,2,"N","N"
2417009,1905,1,6,12,2,"N","N"
2417016,1905,1,6,19,2,"N","N"
2417023,1905,1,6,26,2,"N","N"
2417366,1906,1,6,4,2,"N","N"
2417373,1906,1,6,11,2,"N","N"
2417380,1906,1,6,18,2,"N","N"
2417387,1906,1,6,25,2,"N","N"
2417730,1907,1,6,3,2,"N","N"
2417737,1907,1,6,10,2,"N","N"
2417744,1907,1,6,17,2,"N","N"
2417751,1907,1,6,24,2,"N","N"
2418094,1908,1,6,1,2,"N","N"
2418101,1908,1,6,8,2,"N","N"
2418108,1908,1,6,15,2,"N","N"
2418115,1908,1,6,22,2,"N","N"
2418122,1908,1,6,29,2,"N","N"
2418465,1909,1,6,7,2,"N","N"
2418472,1909,1,6,14,2,"N","N"
2418479,1909,1,6,21,2,"N","N"
2418486,1909,1,6,28,2,"N","N"
2418829,1910,1,6,6,2,"N","N"
2418836,1910,1,6,13,2,"N","N"
2418843,1910,1,6,20,2,"N","N"
2418850,1910,1,6,27,2,"N","N"
2419193,1911,1,6,5,2,"N","N"
2419200,1911,1,6,12,2,"N","N"
2419207,1911,1,6,19,2,"N","N"
2419214,1911,1,6,26,2,"N","N"
2419557,1912,1,6,3,2,"N","N"
2419564,1912,1,6,10,2,"N","N"
2419571,1912,1,6,17,2,"N","N"
2419578,1912,1,6,24,2,"N","N"
2419921,1913,1,6,2,2,"N","N"
2419928,1913,1,6,9,2,"N","N"
2419935,1913,1,6,16,2,"N","N"
2419942,1913,1,6,23,2,"N","N"
2419949,1913,1,6,30,2,"N","N"
2420285,1914,1,6,1,2,"N","N"
2420292,1914,1,6,8,2,"N","N"
2420299,1914,1,6,15,2,"N","N"
2420306,1914,1,6,22,2,"N","N"
2420313,1914,1,6,29,2,"N","N"
2420656,1915,1,6,7,2,"N","N"
2420663,1915,1,6,14,2,"N","N"
2420670,1915,1,6,21,2,"N","N"
2420677,1915,1,6,28,2,"N","N"
2421020,1916,1,6,5,2,"N","N"
2421027,1916,1,6,12,2,"N","N"
2421034,1916,1,6,19,2,"N","N"
2421041,1916,1,6,26,2,"N","N"
2421384,1917,1,6,4,2,"N","N"
2421391,1917,1,6,11,2,"N","N"
2421398,1917,1,6,18,2,"N","N"
2421405,1917,1,6,25,2,"N","N"
2421748,1918,1,6,3,2,"N","N"
2421755,1918,1,6,10,2,"N","N"
2421762,1918,1,6,17,2,"N","N"
2421769,1918,1,6,24,2,"N","N"
2422112,1919,1,6,2,2,"N","N"
2422119,1919,1,6,9,2,"N","N"
2422126,1919,1,6,16,2,"N","N"
2422133,1919,1,6,23,2,"N","N"
2422140,1919,1,6,30,2,"N","N"
2422483,1920,1,6,7,2,"N","N"
2422490,1920,1,6,14,2,"N","N"
2422497,1920,1,6,21,2,"N","N"
2422504,1920,1,6,28,2,"N","N"
2422847,1921,1,6,6,2,"N","N"
2422854,1921,1,6,13,2,"N","N"
2422861,1921,1,6,20,2,"N","N"
2422868,1921,1,6,27,2,"N","N"
2423211,1922,1,6,5,2,"N","N"
2423218,1922,1,6,12,2,"N","N"
2423225,1922,1,6,19,2,"N","N"
2423232,1922,1,6,26,2,"N","N"
2423575,1923,1,6,4,2,"N","N"
2423582,1923,1,6,11,2,"N","N"
2423589,1923,1,6,18,2,"N","N"
2423596,1923,1,6,25,2,"N","N"
2423939,1924,1,6,2,2,"N","N"
2423946,1924,1,6,9,2,"N","N"
2423953,1924,1,6,16,2,"N","N"
2423960,1924,1,6,23,2,"N","N"
2423967,1924,1,6,30,2,"N","N"
2424303,1925,1,6,1,2,"N","N"
2424310,1925,1,6,8,2,"N","N"
2424317,1925,1,6,15,2,"N","N"
2424324,1925,1,6,22,2,"N","N"
2424331,1925,1,6,29,2,"N","N"
2424674,1926,1,6,7,2,"N","N"
2424681,1926,1,6,14,2,"N","N"
2424688,1926,1,6,21,2,"N","N"
2424695,1926,1,6,28,2,"N","N"
2425038,1927,1,6,6,2,"N","N"
2425045,1927,1,6,13,2,"N","N"
2425052,1927,1,6,20,2,"N","N"
2425059,1927,1,6,27,2,"N","N"
2425402,1928,1,6,4,2,"N","N"
2425409,1928,1,6,11,2,"N","N"
2425416,1928,1,6,18,2,"N","N"
2425423,1928,1,6,25,2,"N","N"
2425766,1929,1,6,3,2,"N","N"
2425773,1929,1,6,10,2,"N","N"
2425780,1929,1,6,17,2,"N","N"
2425787,1929,1,6,24,2,"N","N"
2426130,1930,1,6,2,2,"N","N"
2426137,1930,1,6,9,2,"N","N"
2426144,1930,1,6,16,2,"N","N"
2426151,1930,1,6,23,2,"N","N"
2426158,1930,1,6,30,2,"N","N"
2426494,1931,1,6,1,2,"N","N"
2426501,1931,1,6,8,2,"N","N"
2426508,1931,1,6,15,2,"N","N"
2426515,1931,1,6,22,2,"N","N"
2426522,1931,1,6,29,2,"N","N"
2426865,1932,1,6,6,2,"N","N"
2426872,1932,1,6,13,2,"N","N"
2426879,1932,1,6,20,2,"N","N"
2426886,1932,1,6,27,2,"N","N"
2427229,1933,1,6,5,2,"N","N"
2427236,1933,1,6,12,2,"N","N"
2427243,1933,1,6,19,2,"N","N"
2427250,1933,1,6,26,2,"N","N"
2427593,1934,1,6,4,2,"N","N"
2427600,1934,1,6,11,2,"N","N"
2427607,1934,1,6,18,2,"N","N"
2427614,1934,1,6,25,2,"N","N"
2427957,1935,1,6,3,2,"N","N"
2427964,1935,1,6,10,2,"N","N"
2427971,1935,1,6,17,2,"N","N"
2427978,1935,1,6,24,2,"N","N"
2428321,1936,1,6,1,2,"N","N"
2428328,1936,1,6,8,2,"N","N"
2428335,1936,1,6,15,2,"N","N"
2428342,1936,1,6,22,2,"N","N"
2428349,1936,1,6,29,2,"N","N"
2428692,1937,1,6,7,2,"N","N"
2428699,1937,1,6,14,2,"N","N"
2428706,1937,1,6,21,2,"N","N"
2428713,1937,1,6,28,2,"N","N"
2429056,1938,1,6,6,2,"N","N"
2429063,1938,1,6,13,2,"N","N"
2429070,1938,1,6,20,2,"N","N"
2429077,1938,1,6,27,2,"N","N"
2429420,1939,1,6,5,2,"N","N"
2429427,1939,1,6,12,2,"N","N"
2429434,1939,1,6,19,2,"N","N"
2429441,1939,1,6,26,2,"N","N"
2429784,1940,1,6,3,2,"N","N"
2429791,1940,1,6,10,2,"N","N"
2429798,1940,1,6,17,2,"N","N"
2429805,1940,1,6,24,2,"N","N"
2430148,1941,1,6,2,2,"N","N"
2430155,1941,1,6,9,2,"N","N"
2430162,1941,1,6,16,2,"N","N"
2430169,1941,1,6,23,2,"N","N"
2430176,1941,1,6,30,2,"N","N"
2430512,1942,1,6,1,2,"N","N"
2430519,1942,1,6,8,2,"N","N"
2430526,1942,1,6,15,2,"N","N"
2430533,1942,1,6,22,2,"N","N"
2430540,1942,1,6,29,2,"N","N"
2430883,1943,1,6,7,2,"N","N"
2430890,1943,1,6,14,2,"N","N"
2430897,1943,1,6,21,2,"N","N"
2430904,1943,1,6,28,2,"N","N"
2431247,1944,1,6,5,2,"N","N"
2431254,1944,1,6,12,2,"N","N"
2431261,1944,1,6,19,2,"N","N"
2431268,1944,1,6,26,2,"N","N"
2431611,1945,1,6,4,2,"N","N"
2431618,1945,1,6,11,2,"N","N"
2431625,1945,1,6,18,2,"N","N"
2431632,1945,1,6,25,2,"N","N"
2431975,1946,1,6,3,2,"N","N"
2431982,1946,1,6,10,2,"N","N"
2431989,1946,1,6,17,2,"N","N"
2431996,1946,1,6,24,2,"N","N"
2432339,1947,1,6,2,2,"N","N"
2432346,1947,1,6,9,2,"N","N"
2432353,1947,1,6,16,2,"N","N"
2432360,1947,1,6,23,2,"N","N"
2432367,1947,1,6,30,2,"N","N"
2432710,1948,1,6,7,2,"N","N"
2432717,1948,1,6,14,2,"N","N"
2432724,1948,1,6,21,2,"N","N"
2432731,1948,1,6,28,2,"N","N"
2433074,1949,1,6,6,2,"N","N"
2433081,1949,1,6,13,2,"N","N"
2433088,1949,1,6,20,2,"N","N"
2433095,1949,1,6,27,2,"N","N"
2433438,1950,1,6,5,2,"N","N"
2433445,1950,1,6,12,2,"N","N"
2433452,1950,1,6,19,2,"N","N"
2433459,1950,1,6,26,2,"N","N"
2433802,1951,1,6,4,2,"N","N"
2433809,1951,1,6,11,2,"N","N"
2433816,1951,1,6,18,2,"N","N"
2433823,1951,1,6,25,2,"N","N"
2434166,1952,1,6,2,2,"N","N"
2434173,1952,1,6,9,2,"N","N"
2434180,1952,1,6,16,2,"N","N"
2434187,1952,1,6,23,2,"N","N"
2434194,1952,1,6,30,2,"N","N"
2434530,1953,1,6,1,2,"N","N"
2434537,1953,1,6,8,2,"N","N"
2434544,1953,1,6,15,2,"N","N"
2434551,1953,1,6,22,2,"N","N"
2434558,1953,1,6,29,2,"N","N"
2434901,1954,1,6,7,2,"N","N"
2434908,1954,1,6,14,2,"N","N"
2434915,1954,1,6,21,2,"N","N"
2434922,1954,1,6,28,2,"N","N"
2435265,1955,1,6,6,2,"N","N"
2435272,1955,1,6,13,2,"N","N"
2435279,1955,1,6,20,2,"N","N"
2435286,1955,1,6,27,2,"N","N"
2435629,1956,1,6,4,2,"N","N"
2435636,1956,1,6,11,2,"N","N"
2435643,1956,1,6,18,2,"N","N"
2435650,1956,1,6,25,2,"N","N"
2435993,1957,1,6,3,2,"N","N"
2436000,1957,1,6,10,2,"N","N"
2436007,1957,1,6,17,2,"N","N"
2436014,1957,1,6,24,2,"N","N"
2436357,1958,1,6,2,2,"N","N"
2436364,1958,1,6,9,2,"N","N"
2436371,1958,1,6,16,2,"N","N"
2436378,1958,1,6,23,2,"N","N"
2436385,1958,1,6,30,2,"N","N"
2436721,1959,1,6,1,2,"N","N"
2436728,1959,1,6,8,2,"N","N"
2436735,1959,1,6,15,2,"N","N"
2436742,1959,1,6,22,2,"N","N"
2436749,1959,1,6,29,2,"N","N"
2437092,1960,1,6,6,2,"N","N"
2437099,1960,1,6,13,2,"N","N"
2437106,1960,1,6,20,2,"N","N"
2437113,1960,1,6,27,2,"N","N"
2437456,1961,1,6,5,2,"N","N"
2437463,1961,1,6,12,2,"N","N"
2437470,1961,1,6,19,2,"N","N"
2437477,1961,1,6,26,2,"N","N"
2437820,1962,1,6,4,2,"N","N"
2437827,1962,1,6,11,2,"N","N"
2437834,1962,1,6,18,2,"N","N"
2437841,1962,1,6,25,2,"N","N"
2438184,1963,1,6,3,2,"N","N"
2438191,1963,1,6,10,2,"N","N"
2438198,1963,1,6,17,2,"N","N"
2438205,1963,1,6,24,2,"N","N"
2438548,1964,1,6,1,2,"N","N"
2438555,1964,1,6,8,2,"N","N"
2438562,1964,1,6,15,2,"N","N"
2438569,1964,1,6,22,2,"N","N"
2438576,1964,1,6,29,2,"N","N"
2438919,1965,1,6,7,2,"N","N"
2438926,1965,1,6,14,2,"N","N"
2438933,1965,1,6,21,2,"N","N"
2438940,1965,1,6,28,2,"N","N"
2439283,1966,1,6,6,2,"N","N"
2439290,1966,1,6,13,2,"N","N"
2439297,1966,1,6,20,2,"N","N"
2439304,1966,1,6,27,2,"N","N"
2439647,1967,1,6,5,2,"N","N"
2439654,1967,1,6,12,2,"N","N"
2439661,1967,1,6,19,2,"N","N"
2439668,1967,1,6,26,2,"N","N"
2440011,1968,1,6,3,2,"N","N"
2440018,1968,1,6,10,2,"N","N"
2440025,1968,1,6,17,2,"N","N"
2440032,1968,1,6,24,2,"N","N"
2440375,1969,1,6,2,2,"N","N"
2440382,1969,1,6,9,2,"N","N"
2440389,1969,1,6,16,2,"N","N"
2440396,1969,1,6,23,2,"N","N"
2440403,1969,1,6,30,2,"N","N"
2440739,1970,1,6,1,2,"N","N"
2440746,1970,1,6,8,2,"N","N"
2440753,1970,1,6,15,2,"N","N"
2440760,1970,1,6,22,2,"N","N"
2440767,1970,1,6,29,2,"N","N"
2441110,1971,1,6,7,2,"N","N"
2441117,1971,1,6,14,2,"N","N"
2441124,1971,1,6,21,2,"N","N"
2441131,1971,1,6,28,2,"N","N"
2441474,1972,1,6,5,2,"N","N"
2441481,1972,1,6,12,2,"N","N"
2441488,1972,1,6,19,2,"N","N"
2441495,1972,1,6,26,2,"N","N"
2441838,1973,1,6,4,2,"N","N"
2441845,1973,1,6,11,2,"N","N"
2441852,1973,1,6,18,2,"N","N"
2441859,1973,1,6,25,2,"N","N"
2442202,1974,1,6,3,2,"N","N"
2442209,1974,1,6,10,2,"N","N"
2442216,1974,1,6,17,2,"N","N"
2442223,1974,1,6,24,2,"N","N"
2442566,1975,1,6,2,2,"N","N"
2442573,1975,1,6,9,2,"N","N"
2442580,1975,1,6,16,2,"N","N"
2442587,1975,1,6,23,2,"N","N"
2442594,1975,1,6,30,2,"N","N"
2442937,1976,1,6,7,2,"N","N"
2442944,1976,1,6,14,2,"N","N"
2442951,1976,1,6,21,2,"N","N"
2442958,1976,1,6,28,2,"N","N"
2443301,1977,1,6,6,2,"N","N"
2443308,1977,1,6,13,2,"N","N"
2443315,1977,1,6,20,2,"N","N"
2443322,1977,1,6,27,2,"N","N"
2443665,1978,1,6,5,2,"N","N"
2443672,1978,1,6,12,2,"N","N"
2443679,1978,1,6,19,2,"N","N"
2443686,1978,1,6,26,2,"N","N"
2444029,1979,1,6,4,2,"N","N"
2444036,1979,1,6,11,2,"N","N"
2444043,1979,1,6,18,2,"N","N"
2444050,1979,1,6,25,2,"N","N"
2444393,1980,1,6,2,2,"N","N"
2444400,1980,1,6,9,2,"N","N"
2444407,1980,1,6,16,2,"N","N"
2444414,1980,1,6,23,2,"N","N"
2444421,1980,1,6,30,2,"N","N"
2444757,1981,1,6,1,2,"N","N"
2444764,1981,1,6,8,2,"N","N"
2444771,1981,1,6,15,2,"N","N"
2444778,1981,1,6,22,2,"N","N"
2444785,1981,1,6,29,2,"N","N"
2445128,1982,1,6,7,2,"N","N"
2445135,1982,1,6,14,2,"N","N"
2445142,1982,1,6,21,2,"N","N"
2445149,1982,1,6,28,2,"N","N"
2445492,1983,1,6,6,2,"N","N"
2445499,1983,1,6,13,2,"N","N"
2445506,1983,1,6,20,2,"N","N"
2445513,1983,1,6,27,2,"N","N"
2445856,1984,1,6,4,2,"N","N"
2445863,1984,1,6,11,2,"N","N"
2445870,1984,1,6,18,2,"N","N"
2445877,1984,1,6,25,2,"N","N"
2446220,1985,1,6,3,2,"N","N"
2446227,1985,1,6,10,2,"N","N"
2446234,1985,1,6,17,2,"N","N"
2446241,1985,1,6,24,2,"N","N"
2446584,1986,1,6,2,2,"N","N"
2446591,1986,1,6,9,2,"N","N"
2446598,1986,1,6,16,2,"N","N"
2446605,1986,1,6,23,2,"N","N"
2446612,1986,1,6,30,2,"N","N"
2446948,1987,1,6,1,2,"N","N"
2446955,1987,1,6,8,2,"N","N"
2446962,1987,1,6,15,2,"N","N"
2446969,1987,1,6,22,2,"N","N"
2446976,1987,1,6,29,2,"N","N"
2447319,1988,1,6,6,2,"N","N"
2447326,1988,1,6,13,2,"N","N"
2447333,1988,1,6,20,2,"N","N"
2447340,1988,1,6,27,2,"N","N"
2447683,1989,1,6,5,2,"N","N"
2447690,1989,1,6,12,2,"N","N"
2447697,1989,1,6,19,2,"N","N"
2447704,1989,1,6,26,2,"N","N"
2448047,1990,1,6,4,2,"N","N"
2448054,1990,1,6,11,2,"N","N"
2448061,1990,1,6,18,2,"N","N"
2448068,1990,1,6,25,2,"N","N"
2448411,1991,1,6,3,2,"N","N"
2448418,1991,1,6,10,2,"N","N"
2448425,1991,1,6,17,2,"N","N"
2448432,1991,1,6,24,2,"N","N"
2448775,1992,1,6,1,2,"N","N"
2448782,1992,1,6,8,2,"N","N"
2448789,1992,1,6,15,2,"N","N"
2448796,1992,1,6,22,2,"N","N"
2448803,1992,1,6,29,2,"N","N"
2449146,1993,1,6,7,2,"N","N"
2449153,1993,1,6,14,2,"N","N"
2449160,1993,1,6,21,2,"N","N"
2449167,1993,1,6,28,2,"N","N"
2449510,1994,1,6,6,2,"N","N"
2449517,1994,1,6,13,2,"N","N"
2449524,1994,1,6,20,2,"N","N"
2449531,1994,1,6,27,2,"N","N"
2449874,1995,1,6,5,2,"N","N"
2449881,1995,1,6,12,2,"N","N"
2449888,1995,1,6,19,2,"N","N"
2449895,1995,1,6,26,2,"N","N"
2450238,1996,1,6,3,2,"N","N"
2450245,1996,1,6,10,2,"N","N"
2450252,1996,1,6,17,2,"N","N"
2450259,1996,1,6,24,2,"N","N"
2450602,1997,1,6,2,2,"N","N"
2450609,1997,1,6,9,2,"N","N"
2450616,1997,1,6,16,2,"N","N"
2450623,1997,1,6,23,2,"N","N"
2450630,1997,1,6,30,2,"N","N"
2450966,1998,1,6,1,2,"N","N"
2450973,1998,1,6,8,2,"N","N"
2450980,1998,1,6,15,2,"N","N"
2450987,1998,1,6,22,2,"N","N"
2450994,1998,1,6,29,2,"N","N"
2451337,1999,1,6,7,2,"N","N"
2451344,1999,1,6,14,2,"N","N"
2451351,1999,1,6,21,2,"N","N"
2451358,1999,1,6,28,2,"N","N"
2451701,2000,1,6,5,2,"N","N"
2451708,2000,1,6,12,2,"N","N"
2451715,2000,1,6,19,2,"N","N"
2451722,2000,1,6,26,2,"N","N"
2452065,2001,1,6,4,2,"N","N"
2452072,2001,1,6,11,2,"N","N"
2452079,2001,1,6,18,2,"N","N"
2452086,2001,1,6,25,2,"N","N"
2452429,2002,1,6,3,2,"N","N"
2452436,2002,1,6,10,2,"N","N"
2452443,2002,1,6,17,2,"N","N"
2452450,2002,1,6,24,2,"N","N"
2452793,2003,1,6,2,2,"N","N"
