i_item_sk,i_item_desc,i_brand,i_class,i_category,i_manufact,i_color,i_units,i_container,i_product_name
1553,"American women must achieve inevitably ethnic problems. Units send in a towns. Effectively traditional farms could not cause furthermore great stages. Wonderful machines","maxiunivamalg #7","televisions","Electronics","priationeing","royal","Unknown","Unknown","priantiantiought"
1554,"Lips meet today in a conservatives. Developments would accept great, ultimate meals. Technical refugees challenge however whole even","edu packunivamalg #8","audio","Electronics","priationeing","steel","Box","Unknown","eseantiantiought"
1572,"Weeks must not deal too front streets. Typical","amalgamalgamalg #9","disk drives","Electronics","callyeingeing","royal","Carton","Unknown","ableationantiought"
1573,"Aware deals stop instead trees; musical police aid mainly theoretical, h","corpamalgamalg #10","wireless","Electronics","esepripri","burnished","Tbl","Unknown","priationantiought"
1576,"Etc low pieces carry shortly m","exportiunivamalg #13","dvd/vcr players","Electronics","oughtbarable","turquoise","Bundle","Unknown","callyationantiought"
1578,"However economic children get to a candidates. Central,","edu packamalgamalg #15","automotive","Electronics","eingn stought","mint","Bundle","Unknown","eingationantiought"
1599,"Long men would provide well scottish, key women. Proud, male windows must know away soci","corpunivamalg #2","musical","Electronics","ablebarese","sandy","Ton","Unknown","n stn stantiought"
1602,"New stores can restrict. Windows can fight various measures. Essential, big co","amalgamalgamalg #5","disk drives","Electronics","antiantiable","yellow","N/A","Unknown","ablebarcallyought"
1603,"Able bodies would not find. Primary, capable million","exportiunivamalg #6","dvd/vcr players","Electronics","esen stpri","moccasin","Tbl","Unknown","pribarcallyought"
1631,"Far, military authorities see divine arrangements; sets see in a pare","importoamalgamalg #17","monitors","Electronics","antibaranti","gainsboro","Tbl","Unknown","oughtpricallyought"
1634,"Roads get particular, standard pupils. Separate","scholarunivamalg #3","karoke","Electronics","n stablepri","dodger","Box","Unknown","esepricallyought"
1635,"Mothers will mean absolutely preparations. Instruments ought to issue other, sma","corpunivamalg #4","musical","Electronics","n stablepri","papaya","Gram","Unknown","antipricallyought"
1636,"He","edu packunivamalg #5","audio","Electronics","prioughtpri","red","Tsp","Unknown","callypricallyought"
1637,"About international thousands hear officially. Little, curious sessions would not penetrate between a men. Patterns should find then various plants; vulnerable re","importounivamalg #6","camcorders","Electronics","prioughtpri","powder","Carton","Unknown","ationpricallyought"
1640,"Bad, original councils ought to let human, new procedures. Fingers must take ordinary relations; traditional, english services like too particular, various responsibilities. Possible, responsi","maxiunivamalg #9","televisions","Electronics","n stantiought","orange","Box","Unknown","baresecallyought"
1650,"Possible acres cannot complain for a shares. Feet argue further. There tall traditions compensate to the hours.","scholaramalgamalg #2","portable","Electronics","ableeingpri","lime","N/A","Unknown","baranticallyought"
1658,"Direct, secure difficulties could not produce strong, sexual conditions. Offices take too environmental sites. Inc parties shall pay big international, necessary missiles. Increasing, convention","amalgamalgamalg #10","disk drives","Electronics","callybarpri","sandy","Lb","Unknown","einganticallyought"
1708,"Forthcoming members help most inner, female qualifications. Concrete, crucial expenses lie also alone, italian respondents. Previous courses shall not improve again judicial, new areas. Domestic,","importounivamalg #9","camcorders","Electronics","n st","pale","Each","Unknown","eingbarationought"
1709,"Forthcoming members help most inner, female qualifications. Concrete, crucial expenses lie also alone, italian respondents. Previous courses shall not improve again judicial, new areas. Domestic,","amalgunivamalg #10","cameras","Electronics","n st","snow","Each","Unknown","n stbarationought"
1726,"Individuals get now new, contemporary increases; kinds will define more than. More","importounivamalg #10","camcorders","Electronics","ableeing","sandy","Ounce","Unknown","callyableationought"
1744,"Eager, broad","amalgunivamalg #11","cameras","Electronics","callyantiese","snow","Pound","Unknown","eseeseationought"
1751,"Assets like as semantic children. At least accused elements shall force noisily years. So final payment","exportiunivamalg #1","dvd/vcr players","Electronics","callyable","olive","Ton","Unknown","oughtantiationought"
1754,"Great firms","scholaramalgamalg #4","portable","Electronics","antieseanti","sky","Bunch","Unknown","eseantiationought"
1761,"There wonderful parts might mean important, terrible eyes. Level, general woods generate also proposed goods. Funds reclaim much extra borders. Easier other year","exportiamalgamalg #11","stereo","Electronics","oughtought","sky","Dram","Unknown","oughtcallyationought"
1771,"Irrelevant, good steps ought to control so eyes; bloody, working brot","corpunivamalg #4","musical","Electronics","priableable","orange","Carton","Unknown","oughtationationought"
1780,"Tories could land however minutes. Buildings should not tempt central, successful goods. Bad solutions dip then acts. Unlikely right","amalgunivamalg #13","cameras","Electronics","eingese","khaki","Carton","Unknown","bareingationought"
1798,"Rights must not fall there common, usual councils. Over lexical clouds would not shoot up to a troubles. I","brandunivamalg #14","personal","Electronics","oughtcallyese","sky","Tbl","Unknown","eingn stationought"
35,"Major, strange officials would not assess bodies. Final, suitable applications must serve towns. Joint boys might question most social, tiny strings. Kn","amalgmaxi #12","arts","Books","priantianti","green","Tsp","Unknown","antipri"
39,"International, substantial schools mean effectively. Users put then in a operations. Particul","importomaxi #4","business","Books","eingcallypri","sandy","Unknown","Unknown","n stpri"
43,"Resources shall not continue thus similar, practical results. Practical words f","univunivamalg #8","travel","Books","oughtbarpri","firebrick","Pallet","Unknown","priese"
66,"Readily happy questions give other, large parents. Parents might use over top influences. Small men would","maximaxi #7","science","Books","oughtableought","purple","Bundle","Unknown","callycally"
67,"Already","scholarunivamalg #8","fiction","Books","antieingable","black","Ounce","Unknown","ationcally"
71,"New, direct changes could meet as.","edu packunivamalg #12","sports","Books","antieseese","lavender","Ounce","Unknown","oughtation"
76,"Original interests see of course british, important terms. Yet appropriate principles conclude in a arrangements; good countries would get sometimes;","univunivamalg #5","travel","Books","callyese","puff","Oz","Unknown","callyation"
97,"More reg","scholarunivamalg #2","fiction","Books","antiationable","rose","Gross","Unknown","ationn st"
104,"Connections must constitute only eastern leaves. Primary, elderly times make expectations. Never tory stores build very points.","corpunivamalg #9","mystery","Books","priantiese","papaya","Ton","Unknown","esebarought"
107,"Times accuse in a years. Statements would leave","amalgmaxi #12","arts","Books","ationbarpri","peru","Bundle","Unknown","ationbarought"
121,"However increasing dates meet. Large, ready goals mean now blind structures. Crea","exportiunivamalg #2","self-help","Books","callyn stable","spring","Oz","Unknown","oughtableought"
122,"Well lovely hands know even","corpmaxi #3","parenting","Books","oughtablepri","sienna","Ounce","Unknown","ableableought"
137,"Highly local authorities put on a prisoners. As special parents should set resources. Rates shall come today with a years. Ye","exportiunivamalg #6","self-help","Books","eingableese","orchid","Gram","Unknown","ationpriought"
138,"Women shall speak in the pieces. Top, good members must like accu","edu packmaxi #7","entertainments","Books","eingableese","green","Each","Unknown","eingpriought"
139,"Lines shall describe explicitly northern, firm systems. Later","scholarunivamalg #8","fiction","Books","eseeingpri","medium","Tsp","Unknown","n stpriought"
141,"Well famous pubs use so accounts. Losses should not generate certain stars. Positive blues pro","scholarunivamalg #10","fiction","Books","callyeingable","hot","Gross","Unknown","oughteseought"
145,"Prospects know","exportiunivamalg #2","self-help","Books","eingeseanti","saddle","Each","Unknown","antieseought"
157,"Recent performances get yet other publications; current patients could not carry comparatively intense, vital times. Wide problems smooth truly. Tomorrow used years catch a","brandmaxi #2","reference","Books","oughtbarpri","sienna","Ounce","Unknown","ationantiought"
180,"Eyes appreciate political yards. Constant, awful eyes could c","edu packunivamalg #1","sports","Books","oughtantiese","rose","Dozen","Unknown","bareingought"
188,"Very national teams shall not treat as important remaining details. Outdoor, good calls would not say. Various, unpleasant plants will not pass legal, final courts. Likely,","scholarunivamalg #9","fiction","Books","callyantipri","peach","Oz","Unknown","eingeingought"
